term,translation,context,language,confidence,winning_model,consensus,version,code,url
Cyberbullying,Cybermobbing,"Cyberbullying is bullying that takes place using digital devices such as cell/mobile phones, computers, and tablets. Cyberbullying can occur through SMS, e-mail, apps, social media, forums, or gaming when people view, participate in, or share content. Cyberbullying includes the deliberate sending, posting, or sharing of negative, harmful, false, or mean content about someone else. It can include sharing personal or private information about someone else causing embarrassment or humiliation. Some cyberbullying may also be unlawful or criminal behaviour (adapted from UNICEF, no date; PHE, 2014; US Government, no date).",de,0.98,gemini-3.5,Single model (skipped consensus),0.1,TL0106,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/tl0106
Nuclear Plant Failure,Accident nucléaire,"Nuclear plant failure occurs when the accidental melting of the core of a nuclear reactor results in a complete or partial core collapse (adapted from USNRC, 1975).",fr,0.98,gemini-3.5,Single model (skipped consensus),0.1,TL0208,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/tl0208
Nuclear Plant Failure,Accidente nuclear,"Nuclear plant failure occurs when the accidental melting of the core of a nuclear reactor results in a complete or partial core collapse (adapted from USNRC, 1975).",es,0.98,gemini-3.5,Single model (skipped consensus),0.1,TL0208,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/tl0208
Nuclear Plant Failure,Kernkraftwerksunfall,"Nuclear plant failure occurs when the accidental melting of the core of a nuclear reactor results in a complete or partial core collapse (adapted from USNRC, 1975).",de,0.98,gemini-3.5,Single model (skipped consensus),0.1,TL0208,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/tl0208
Water Supply Failure,Défaillance de l'approvisionnement en eau,"Water supply failure is the physical shortage or scarcity in access of water supply due to the failure of institutions to ensure a regular supply or due to a lack of adequate infrastructure (adapted from UN-Water, no date).",fr,0.98,gemini-3.5,Single model (skipped consensus),0.1,TL0210,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/tl0210
Water Supply Failure,Fallo en el suministro de agua,"Water supply failure is the physical shortage or scarcity in access of water supply due to the failure of institutions to ensure a regular supply or due to a lack of adequate infrastructure (adapted from UN-Water, no date).",es,0.98,gemini-3.5,Single model (skipped consensus),0.1,TL0210,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/tl0210
Water Supply Failure,Ausfall der Wasserversorgung,"Water supply failure is the physical shortage or scarcity in access of water supply due to the failure of institutions to ensure a regular supply or due to a lack of adequate infrastructure (adapted from UN-Water, no date).",de,0.99,gemini-3.5,Single model (skipped consensus),0.1,TL0210,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/tl0210
Toxic Gases,Gaz toxiques,"Toxic gases are substances in the gaseous state that cause hazardous physiological effects when inhaled, affecting the respiratory, cardiovascular, and nervous systems, making them major public hazards (WHO 2000).",fr,0.98,gemini-3.5,Single model (skipped consensus),0.1,CH0300,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0300
Toxic Gases,Gases tóxicos,"Toxic gases are substances in the gaseous state that cause hazardous physiological effects when inhaled, affecting the respiratory, cardiovascular, and nervous systems, making them major public hazards (WHO 2000).",es,0.98,gemini-3.5,Single model (skipped consensus),0.1,CH0300,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0300
Toxic Gases,Toxische Gase,"Toxic gases are substances in the gaseous state that cause hazardous physiological effects when inhaled, affecting the respiratory, cardiovascular, and nervous systems, making them major public hazards (WHO 2000).",de,0.97,gemini-3.5,Single model (skipped consensus),0.1,CH0300,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0300
Antimicrobial Resistance,Résistance aux antimicrobiens,"Antimicrobial-resistant (AMR) microorganisms are bacteria, fungi, viruses, or parasites that evolve to withstand antimicrobial treatments, including antibiotics, antifungals, antivirals, and antiparasitics. These resistant microorganisms, make infections harder to treat, increasing the risk of disease spread, severe illness, and mortality. AMR is a major global public health and food security challenge and is driven by the misuse and overuse of antimicrobials in human medicine, animal health, and plant production and protection, as well as environmental contamination (adapted from WHO, 2023 and FAO, 2025).",fr,0.99,gemini-3.5,Single model (skipped consensus),0.1,BI0601,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0601
Antimicrobial Resistance,Resistencia a los antimicrobianos,"Antimicrobial-resistant (AMR) microorganisms are bacteria, fungi, viruses, or parasites that evolve to withstand antimicrobial treatments, including antibiotics, antifungals, antivirals, and antiparasitics. These resistant microorganisms, make infections harder to treat, increasing the risk of disease spread, severe illness, and mortality. AMR is a major global public health and food security challenge and is driven by the misuse and overuse of antimicrobials in human medicine, animal health, and plant production and protection, as well as environmental contamination (adapted from WHO, 2023 and FAO, 2025).",es,0.99,gemini-3.5,Single model (skipped consensus),0.1,BI0601,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0601
Antimicrobial Resistance,Antimikrobielle Resistenz,"Antimicrobial-resistant (AMR) microorganisms are bacteria, fungi, viruses, or parasites that evolve to withstand antimicrobial treatments, including antibiotics, antifungals, antivirals, and antiparasitics. These resistant microorganisms, make infections harder to treat, increasing the risk of disease spread, severe illness, and mortality. AMR is a major global public health and food security challenge and is driven by the misuse and overuse of antimicrobials in human medicine, animal health, and plant production and protection, as well as environmental contamination (adapted from WHO, 2023 and FAO, 2025).",de,0.99,gemini-3.5,Single model (skipped consensus),0.1,BI0601,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0601
Hazardous Waste,Déchets dangereux,"Hazardous waste is waste that has physical, chemical, or biological characteristics such that it requires special handling and disposal procedures to avoid negative health effects, adverse environmental effects or both (Joint UNEP/OCHA Environment Unit, 2011).",fr,0.99,gemini-3.5,Single model (skipped consensus),0.1,TL0504,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/tl0504
Hazardous Waste,Residuos peligrosos,"Hazardous waste is waste that has physical, chemical, or biological characteristics such that it requires special handling and disposal procedures to avoid negative health effects, adverse environmental effects or both (Joint UNEP/OCHA Environment Unit, 2011).",es,0.99,gemini-3.5,Single model (skipped consensus),0.1,TL0504,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/tl0504
Hazardous Waste,Gefährliche Abfälle,"Hazardous waste is waste that has physical, chemical, or biological characteristics such that it requires special handling and disposal procedures to avoid negative health effects, adverse environmental effects or both (Joint UNEP/OCHA Environment Unit, 2011).",de,0.99,gemini-3.5,Single model (skipped consensus),0.1,TL0504,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/tl0504
